uid,total
1SSeHf2I4-1,"[[0.3756636139608854, 0.0, 0.0], [0.0, 0.32899085544942874, 0.0], [0.0, 0.0, -0.42136079003192767]]"
1SSeOs2Cl4-1,"[[0.6992305028834092, 0.0, 0.0], [0.0, 0.7751004988790248, 0.0], [0.0, 0.0, -0.4921441283041691]]"
1SVAu2I4-1,"[[0.48586332959733464, 0.0, 0.0], [0.0, 0.3821972103774537, 0.0], [0.0, 0.0, -0.4067139329795427]]"
2CdSH2O4-1,"[[0.019946681678842306, 0.0, 0.0], [0.0, 0.02077548819355783, 0.0], [0.0, 0.0, -0.4907974776688971]]"
2CdSeH2O4-1,"[[0.08206693428511301, 0.0, 0.0], [0.0, 0.06595298031386965, 0.0], [0.0, 0.0, -0.46597389394386496]]"
2ClKO2H4-1,"[[-0.1817741063860445, 0.0, 0.0], [0.0, -0.19246497193114673, 0.0], [0.0, 0.0, -0.5575202309355514]]"
2ClNaO2H4-1,"[[-0.25414480482627105, 0.0, 0.0], [0.0, -0.26042765554990804, 0.0], [0.0, 0.0, -0.5985994592184559]]"
2INaO2H4-1,"[[-0.10623823794205658, 0.0, 0.0], [0.0, -0.06651271215129456, 0.0], [0.0, 0.0, -0.4854522473397139]]"
2MnSH2O4-1,"[[0.010299956639811961, 0.0, 0.0], [0.0, -0.00174066157630127, 0.0], [0.0, 0.0, -0.4907974776688971]]"
2SeZnH2O4-1,"[[0.08600370561838196, 0.0, 0.0], [0.0, 0.06669855042299526, 0.0], [0.0, 0.0, -0.4762535331884355]]"
1BrICl2Hf4S4-1,"[[2.7260528366782286, 0.0, 0.0], [0.0, 2.667229677481626, 0.0], [0.0, 0.0, -0.32513885926218844]]"
1GaRhIr2Br4S4-1,"[[1.2552483769618568, 0.0, 0.0], [0.0, 1.0558368510184046, 0.0], [0.0, 0.0, -0.28232949699773785]]"
1AgAlP2S6-1,"[[0.5160062303860478, 0.0, 0.0], [0.0, 0.5162708827293401, 0.0], [0.0, 0.0, -0.41793663708829126]]"
1AgAlP2Se6-1,"[[0.6998377258672457, 0.0, 0.0], [0.0, 0.6995775913989091, 0.0], [0.0, 0.0, -0.3809066693732573]]"
1AgAlP2Te6-1,"[[0.9930392318069095, 0.0, 0.0], [0.0, 0.9929950984313415, 0.0], [0.0, 0.0, -0.3279021420642826]]"
1AgGaP2S6-1,"[[0.557988148224913, 0.0, 0.0], [0.0, 0.5589484459780396, 0.0], [0.0, 0.0, -0.41005039867429227]]"
1AgGaP2Se6-1,"[[0.7302976620971496, 0.0, 0.0], [0.0, 0.7294077969630681, 0.0], [0.0, 0.0, -0.37468754903832613]]"
1AgInP2S6-1,"[[0.5066403055665025, 0.0, 0.0], [0.0, 0.506369717095504, 0.0], [0.0, 0.0, -0.4067139329795427]]"
1AgInP2Se6-1,"[[0.6638892986226614, 0.0, 0.0], [0.0, 0.6630409748939742, 0.0], [0.0, 0.0, -0.36957212497497616]]"
1AgSbAs2Se6-1,"[[0.9811387826406603, 0.0, 0.0], [0.0, 0.9823164696920653, 0.0], [0.0, 0.0, -0.3526170298853802]]"
1AgSbP2Se6-1,"[[0.7528164311882715, 0.0, 0.0], [0.0, 0.7525861787404092, 0.0], [0.0, 0.0, -0.36351210364663455]]"
1AgScP2S6-1,"[[0.49331860823210144, 0.0, 0.0], [0.0, 0.49345805099518847, 0.0], [0.0, 0.0, -0.4156687756324692]]"
1AgTlP2S6-1,"[[0.6504046698680318, 0.0, 0.0], [0.0, 0.6509870943834452, 0.0], [0.0, 0.0, -0.40011692792631215]]"
1AgVP2Se6-1,"[[0.8217754671834635, 0.0, 0.0], [0.0, 0.833083334178343, 0.0], [0.0, 0.0, -0.3788237182249648]]"
1AlLiP2S6-1,"[[0.3149200559924198, 0.0, 0.0], [0.0, 0.292256071356476, 0.0], [0.0, 0.0, -0.4698003017969178]]"
1AlLiP2Se6-1,"[[0.4745076391169758, 0.0, 0.0], [0.0, 0.43980621139333026, 0.0], [0.0, 0.0, -0.42136079003192767]]"
1AlNaAs2S6-1,"[[0.3953263930693509, 0.0, 0.0], [0.0, 0.3979400086720376, 0.0], [0.0, 0.0, -0.4621809049267259]]"
1AlNaAs2Se6-1,"[[0.589055531052344, 0.0, 0.0], [0.0, 0.5780658838360916, 0.0], [0.0, 0.0, -0.4156687756324692]]"
1AlNaP2Se6-1,"[[0.4463818122224421, 0.0, 0.0], [0.0, 0.4202858849419179, 0.0], [0.0, 0.0, -0.42136079003192767]]"
1AuBiP2Se6-1,"[[0.780677274433368, 0.0, 0.0], [0.0, 0.7803173121401513, 0.0], [0.0, 0.0, -0.3535962737769304]]"
1AuCrAs2Se6-1,"[[0.8426716337607885, 0.0, 0.0], [0.0, 0.9259305978684714, 0.0], [0.0, 0.0, -0.28483264215154214]]"
1AuPdP2S6-1,"[[0.9533246963891854, 0.0, 0.0], [0.0, 0.8362608028584869, 0.0], [0.0, 0.0, -0.3925449767853314]]"
1AuSbP2S6-1,"[[0.627263416568221, 0.0, 0.0], [0.0, 0.6271609523747759, 0.0], [0.0, 0.0, -0.384049948343599]]"
1AuSbP2Se6-1,"[[0.792811771248147, 0.0, 0.0], [0.0, 0.792881745385397, 0.0], [0.0, 0.0, -0.3526170298853802]]"
1BiCuAs2S6-1,"[[0.6654871807828107, 0.0, 0.0], [0.0, 0.6653933502797119, 0.0], [0.0, 0.0, -0.3625102704874893]]"
1BiCuAs2Se6-1,"[[0.9708580569965023, 0.0, 0.0], [0.0, 0.9700212658283659, 0.0], [0.0, 0.0, -0.3391345219961308]]"
1BiCuP2S6-1,"[[0.5821770376884089, 0.0, 0.0], [0.0, 0.5820633629117087, 0.0], [0.0, 0.0, -0.3893398369101201]]"
1BiCuP2Se6-1,"[[0.746400644491561, 0.0, 0.0], [0.0, 0.7461669643772854, 0.0], [0.0, 0.0, -0.3565473235138126]]"
1BiFS2O6-1,"[[0.0993352776859577, 0.0, 0.0], [0.0, 0.12839926871780646, 0.0], [0.0, 0.0, -0.42596873227228116]]"
1BiHS2O6-1,"[[0.14457420760961637, 0.0, 0.0], [0.0, 0.19672872262328683, 0.0], [0.0, 0.0, -0.4190750243243807]]"
1BiHTe2O6-1,"[[0.2823955047425256, 0.0, 0.0], [0.0, 0.3051363189436393, 0.0], [0.0, 0.0, -0.3279021420642826]]"
1CoLiAs2Se6-1,"[[0.9029270960172628, 0.0, 0.0], [0.0, 0.9021117234480045, 0.0], [0.0, 0.0, -0.3809066693732573]]"
1CoLiP2S6-1,"[[0.6826864782497681, 0.0, 0.0], [0.0, 0.6833172619218827, 0.0], [0.0, 0.0, -0.42712839779951983]]"
1CoLiP2Se6-1,"[[0.783760695743924, 0.0, 0.0], [0.0, 0.7833317628874239, 0.0], [0.0, 0.0, -0.39147396642280585]]"
1CoNaAs2Se6-1,"[[0.8967466156074057, 0.0, 0.0], [0.0, 0.8965813275057327, 0.0], [0.0, 0.0, -0.3819519032879073]]"
1CoNaP2S6-1,"[[0.7094395741324109, 0.0, 0.0], [0.0, 0.7085908451503438, 0.0], [0.0, 0.0, -0.42481215507233894]]"
1CoNaP2Se6-1,"[[0.7890869150880286, 0.0, 0.0], [0.0, 0.7887338588277075, 0.0], [0.0, 0.0, -0.39147396642280585]]"
1CrCuP2Se6-1,"[[0.808481056565951, 0.0, 0.0], [0.0, 0.8379670183686547, 0.0], [0.0, 0.0, -0.2732727909734277]]"
1CuInP2S6-1,"[[0.5424519473759766, 0.0, 0.0], [0.0, 0.5417040232842883, 0.0], [0.0, 0.0, -0.40120949323688493]]"
1CuInP2Se6-1,"[[0.7208205817703439, 0.0, 0.0], [0.0, 0.7189166860148611, 0.0], [0.0, 0.0, -0.36754270781527576]]"
1CuSbP2S6-1,"[[0.5994463757252757, 0.0, 0.0], [0.0, 0.5995555909859803, 0.0], [0.0, 0.0, -0.38827669199265824]]"
1CuSbP2Se6-1,"[[0.7626785637274363, 0.0, 0.0], [0.0, 0.762753564933374, 0.0], [0.0, 0.0, -0.3565473235138126]]"
1GaLiP2S6-1,"[[0.3630475945210935, 0.0, 0.0], [0.0, 0.33525725643453186, 0.0], [0.0, 0.0, -0.46470587995722945]]"
1GaNaP2Se6-1,"[[0.4924810101288767, 0.0, 0.0], [0.0, 0.4568213480215986, 0.0], [0.0, 0.0, -0.41680122603137726]]"
1HSbSe2O6-1,"[[0.2038484637462347, 0.0, 0.0], [0.0, 0.24029958200271248, 0.0], [0.0, 0.0, -0.36653154442041347]]"
1HSbTe2O6-1,"[[0.26951294421791633, 0.0, 0.0], [0.0, 0.2975416678181598, 0.0], [0.0, 0.0, -0.33254704711004607]]"
1InLiP2Se6-1,"[[0.47842218774008055, 0.0, 0.0], [0.0, 0.4429498695778617, 0.0], [0.0, 0.0, -0.41680122603137726]]"
1InNaAs2S6-1,"[[0.35063560825895435, 0.0, 0.0], [0.0, 0.3471347829100199, 0.0], [0.0, 0.0, -0.45717457304082015]]"
1InNaAs2Se6-1,"[[0.5097400155703823, 0.0, 0.0], [0.0, 0.4931791206825153, 0.0], [0.0, 0.0, -0.4089353929735008]]"
1InNaP2S6-1,"[[0.3005954838899635, 0.0, 0.0], [0.0, 0.2787536009528289, 0.0], [0.0, 0.0, -0.4672456210075022]]"
1InNaP2Se6-1,"[[0.4427932259397691, 0.0, 0.0], [0.0, 0.4109458586877745, 0.0], [0.0, 0.0, -0.41680122603137726]]"
1LiPdP2S6-1,"[[0.7544247892772586, 0.0, 0.0], [0.0, 0.7854010249923875, 0.0], [0.0, 0.0, -0.40230481407448765]]"
1PdZnP2Se6-1,"[[0.8319337304667455, 0.0, 0.0], [0.0, 0.8325089127062363, 0.0], [0.0, 0.0, -0.37365963262495766]]"
1CoRhRe2S8-1,"[[0.9572719799929429, 0.0, 0.0], [0.0, 1.0554930066778456, 0.0], [0.0, 0.0, -0.4190750243243807]]"
1NiPdIr2Se8-1,"[[0.9913146981766108, 0.0, 0.0], [0.0, 1.017075096376059, 0.0], [0.0, 0.0, -0.39685562737981767]]"
1PbSrS2O8-1,"[[0.07773117965239203, 0.0, 0.0], [0.0, 0.0766404436703419, 0.0], [0.0, 0.0, -0.4282911681913124]]"
1ReRhIr2Se8-1,"[[0.9335379019717046, 0.0, 0.0], [0.0, 1.1344321248958398, 0.0], [0.0, 0.0, -0.393618634889395]]"
1TiZrHf2Br8-1,"[[0.7391766319107299, 0.0, 0.0], [0.0, 0.8512583487190752, 0.0], [0.0, 0.0, -0.40120949323688493]]"
2AgCaBr3-1,"[[0.11293997608408006, 0.0, 0.0], [0.0, 0.11293997608408006, 0.0], [0.0, 0.0, -0.46344155742846993]]"
2AgCaI3-1,"[[0.23274206272073686, 0.0, 0.0], [0.0, 0.23274206272073686, 0.0], [0.0, 0.0, -0.3979400086720376]]"
2AgCdBr3-1,"[[0.24054924828259971, 0.0, 0.0], [0.0, 0.24054924828259971, 0.0], [0.0, 0.0, -0.4412914294668343]]"
2AgCdCl3-1,"[[0.12024479554636527, 0.0, 0.0], [0.0, 0.12090281761452719, 0.0], [0.0, 0.0, -0.4921441283041691]]"
2AgCdI3-1,"[[0.3830969299490942, 0.0, 0.0], [0.0, 0.3847117429382824, 0.0], [0.0, 0.0, -0.3809066693732573]]"
2AgCuBr3-1,"[[1.9140838784035594, 0.0, 0.0], [0.0, 1.8156906236575026, 0.0], [0.0, 0.0, -0.40340290437353976]]"
2AgMgI3-1,"[[0.28397928423847985, 0.0, 0.0], [0.0, 0.28397928423847985, 0.0], [0.0, 0.0, -0.3957739469155299]]"
2AgMnBr3-1,"[[0.2521245525056442, 0.0, 0.0], [0.0, 0.25236751445989886, 0.0], [0.0, 0.0, -0.4473317838878068]]"
2AgMnCl3-1,"[[0.13987908640123647, 0.0, 0.0], [0.0, 0.13987908640123647, 0.0], [0.0, 0.0, -0.494850021680094]]"
2AgNiI3-1,"[[0.5715923833613072, 0.0, 0.0], [0.0, 0.5713593927538396, 0.0], [0.0, 0.0, -0.384049948343599]]"
2AgPO3-1,"[[-0.2388241868442686, 0.0, 0.0], [0.0, -0.21681130892474243, 0.0], [0.0, 0.0, -0.744727494896694]]"
2AgPSe3-1,"[[2.1560400561762183, 0.0, 0.0], [0.0, 1.7927907768082885, 0.0], [0.0, 0.0, -0.3625102704874893]]"
2AgSbSe3-1,"[[1.8393146062541215, 0.0, 0.0], [0.0, 1.8884940047300551, 0.0], [0.0, 0.0, -0.3655227298392684]]"
2AgSrBr3-1,"[[0.07224989761351482, 0.0, 0.0], [0.0, 0.07224989761351482, 0.0], [0.0, 0.0, -0.47237009912866135]]"
2AgSrI3-1,"[[0.19451434188246727, 0.0, 0.0], [0.0, 0.19534605834841964, 0.0], [0.0, 0.0, -0.40230481407448765]]"
2AlAsO3-1,"[[0.09131515969722287, 0.0, 0.0], [0.0, 0.09166695759568456, 0.0], [0.0, 0.0, -0.4596705252091263]]"
2AlAsS3-1,"[[0.6068111469189634, 0.0, 0.0], [0.0, 0.6053050461411095, 0.0], [0.0, 0.0, -0.4067139329795427]]"
2AlBS3-1,"[[0.4729026518036641, 0.0, 0.0], [0.0, 0.4727564493172124, 0.0], [0.0, 0.0, -0.4400933749638875]]"
2AlGaS3-1,"[[0.5697249492261589, 0.0, 0.0], [0.0, 0.6152133348013585, 0.0], [0.0, 0.0, -0.23657200643706275]]"
2AlGaSe3-1,"[[0.7124813378019187, 0.0, 0.0], [0.0, 0.7606486195813561, 0.0], [0.0, 0.0, -0.19314197048118256]]"
2AlGaTe3-1,"[[0.9288565335819108, 0.0, 0.0], [0.0, 0.9721102284028306, 0.0], [0.0, 0.0, -0.1384655891409622]]"
2AlGeS3-1,"[[0.5433229006469121, 0.0, 0.0], [0.0, 0.5435714239623655, 0.0], [0.0, 0.0, -0.4190750243243807]]"
2AlGeSe3-1,"[[0.681874122128647, 0.0, 0.0], [0.0, 0.681964458994683, 0.0], [0.0, 0.0, -0.3819519032879073]]"
2AlGeTe3-1,"[[0.8718063644587294, 0.0, 0.0], [0.0, 0.8716896656855153, 0.0], [0.0, 0.0, -0.3334820194451191]]"
2AlInS3-1,"[[0.5859117103194341, 0.0, 0.0], [0.0, 0.6548500905613942, 0.0], [0.0, 0.0, -0.2358238676096693]]"
2AlInSe3-1,"[[0.7271344237604886, 0.0, 0.0], [0.0, 0.795184589682424, 0.0], [0.0, 0.0, -0.19314197048118256]]"
2AlInTe3-1,"[[0.9365640051352659, 0.0, 0.0], [0.0, 0.9931274851057101, 0.0], [0.0, 0.0, -0.13786862068696282]]"
2AlSbO3-1,"[[0.13861843389949247, 0.0, 0.0], [0.0, 0.13924921757160696, 0.0], [0.0, 0.0, -0.3990271043132517]]"
2AlSiS3-1,"[[0.46982201597816303, 0.0, 0.0], [0.0, 0.469674772551798, 0.0], [0.0, 0.0, -0.42481215507233894]]"
2AlSiSe3-1,"[[0.599992177584098, 0.0, 0.0], [0.0, 0.5998830720736879, 0.0], [0.0, 0.0, -0.38615817812393083]]"
2AlSiTe3-1,"[[0.7932314470565209, 0.0, 0.0], [0.0, 0.7923216363515735, 0.0], [0.0, 0.0, -0.33629907461035186]]"
2AsBiO3-1,"[[0.33162971762993226, 0.0, 0.0], [0.0, 0.2494429614425822, 0.0], [0.0, 0.0, -0.37468754903832613]]"
2AsCoSe3-1,"[[1.1436704334701606, 0.0, 0.0], [0.0, 1.1430460433375877, 0.0], [0.0, 0.0, -0.368556230986828]]"
2AsCoTe3-1,"[[1.2273981698736551, 0.0, 0.0], [0.0, 1.2280151751017878, 0.0], [0.0, 0.0, -0.32975414692587596]]"
2AsCrO3-1,"[[0.3754807146185724, 0.0, 0.0], [0.0, 0.37493155397818817, 0.0], [0.0, 0.0, -0.12205304837081175]]"
2AsCrS3-1,"[[0.7773543130842088, 0.0, 0.0], [0.0, 0.7769190028420464, 0.0], [0.0, 0.0, -0.1897674820049159]]"
2AsCrSe3-1,"[[0.9188163903603795, 0.0, 0.0], [0.0, 0.9178729551988478, 0.0], [0.0, 0.0, -0.18708664335714442]]"
2AsIrS3-1,"[[0.9458623244896174, 0.0, 0.0], [0.0, 0.9458623244896174, 0.0], [0.0, 0.0, -0.4190750243243807]]"
2AsIrSe3-1,"[[0.9368654589756226, 0.0, 0.0], [0.0, 0.9371165107670538, 0.0], [0.0, 0.0, -0.3957739469155299]]"
2AsIrTe3-1,"[[1.0057380426514249, 0.0, 0.0], [0.0, 1.0055665711332942, 0.0], [0.0, 0.0, -0.34294414714289606]]"
2AsMgS3-1,"[[0.4638929889859073, 0.0, 0.0], [0.0, 0.4638929889859073, 0.0], [0.0, 0.0, -0.4089353929735008]]"
2AsMgSe3-1,"[[0.647089428716555, 0.0, 0.0], [0.0, 0.647089428716555, 0.0], [0.0, 0.0, -0.37161106994968846]]"
2AsScS3-1,"[[0.6156344688774159, 0.0, 0.0], [0.0, 0.6158448828747021, 0.0], [0.0, 0.0, -0.41680122603137726]]"
2AsScSe3-1,"[[0.7464785099300311, 0.0, 0.0], [0.0, 0.7465563614103692, 0.0], [0.0, 0.0, -0.3829996588791011]]"
2AsScTe3-2,"[[1.0009977303577937, 0.0, 0.0], [0.0, 1.001257631312231, 0.0], [0.0, 0.0, -0.33818731446273875]]"
2AsSiS3-1,"[[0.3400473176613932, 0.0, 0.0], [0.0, 0.3907585287387172, 0.0], [0.0, 0.0, -0.44611697335612566]]"
2AsSiSe3-1,"[[0.45331834004703764, 0.0, 0.0], [0.0, 0.5141491344754374, 0.0], [0.0, 0.0, -0.41116827440579273]]"
2AsSnTe3-1,"[[1.3787430188130196, 0.0, 0.0], [0.0, 1.3835281341697607, 0.0], [0.0, 0.0, -0.32239304727950685]]"
2AsTlO3-1,"[[0.22010808804005508, 0.0, 0.0], [0.0, 0.2198463860243607, 0.0], [0.0, 0.0, -0.2620126736665692]]"
2AuCdI3-1,"[[0.469674772551798, 0.0, 0.0], [0.0, 0.46938013584992516, 0.0], [0.0, 0.0, -0.37263414340726736]]"
2AuGeS3-1,"[[0.3889887851247141, 0.0, 0.0], [0.0, 0.3089910290001641, 0.0], [0.0, 0.0, -0.4934949675951279]]"
2AuHgBr3-1,"[[0.47099816966087366, 0.0, 0.0], [0.0, 0.4708513245261176, 0.0], [0.0, 0.0, -0.41341269532824504]]"
2AuNiI3-1,"[[0.6822353569025642, 0.0, 0.0], [0.0, 0.681874122128647, 0.0], [0.0, 0.0, -0.37675070960209955]]"
2AuSbS3-1,"[[0.5499836111596887, 0.0, 0.0], [0.0, 0.45270622651102893, 0.0], [0.0, 0.0, -0.47495519296315475]]"
2BiPS3-1,"[[0.6569601827428492, 0.0, 0.0], [0.0, 0.7349597612724453, 0.0], [0.0, 0.0, -0.42021640338318983]]"
2BiSbO3-1,"[[0.4418521757732918, 0.0, 0.0], [0.0, 0.26528962586083016, 0.0], [0.0, 0.0, -0.33535802444387447]]"
2CKO3-1,"[[-0.28567024025476695, 0.0, 0.0], [0.0, -0.1272611725273312, 0.0], [0.0, 0.0, -0.5361070110140927]]"
2CRbO3-1,"[[-0.2814983111327257, 0.0, 0.0], [0.0, -0.1366771398795441, 0.0], [0.0, 0.0, -0.5451551399914898]]"
2CaCuCl3-1,"[[0.03342375548694973, 0.0, 0.0], [0.0, 0.03342375548694973, 0.0], [0.0, 0.0, -0.5086383061657274]]"
2CaCuI3-1,"[[0.2576785748691845, 0.0, 0.0], [0.0, 0.2576785748691845, 0.0], [0.0, 0.0, -0.3925449767853314]]"
2CaNaI3-1,"[[0.07408468902824378, 0.0, 0.0], [0.0, 0.07408468902824378, 0.0], [0.0, 0.0, -0.4122890349810886]]"
2CdCuBr3-1,"[[0.2915908256580012, 0.0, 0.0], [0.0, 0.29114676173188564, 0.0], [0.0, 0.0, -0.4377071355435253]]"
2CdCuCl3-1,"[[0.18012587516405396, 0.0, 0.0], [0.0, 0.17983892802318668, 0.0], [0.0, 0.0, -0.4881166390211256]]"
2CdCuI3-1,"[[0.4012281674981131, 0.0, 0.0], [0.0, 0.4012281674981131, 0.0], [0.0, 0.0, -0.3777859770337047]]"
2CdLiBr3-1,"[[0.09898963940117732, 0.0, 0.0], [0.0, 0.09898963940117732, 0.0], [0.0, 0.0, -0.44977164694490596]]"
2CdLiCl3-1,"[[-0.017276612331454656, 0.0, 0.0], [0.0, -0.017276612331454656, 0.0], [0.0, 0.0, -0.5086383061657274]]"
2CdLiI3-1,"[[0.24748226067705428, 0.0, 0.0], [0.0, 0.24797326636180664, 0.0], [0.0, 0.0, -0.384049948343599]]"
2CdPS3-1,"[[0.44994098877333766, 0.0, 0.0], [0.0, 0.4514794051248618, 0.0], [0.0, 0.0, -0.4089353929735008]]"
2CdPSe3-1,"[[0.595606434865603, 0.0, 0.0], [0.0, 0.5969268143429706, 0.0], [0.0, 0.0, -0.37263414340726736]]"
2ClCsO3-1,"[[-0.17717835469689538, 0.0, 0.0], [0.0, -0.12262865413022594, 0.0], [0.0, 0.0, -0.5228787452803376]]"
2ClKO3-1,"[[-0.2006594505464183, 0.0, 0.0], [0.0, -0.1444808443321999, 0.0], [0.0, 0.0, -0.5451551399914898]]"
2ClRbO3-1,"[[-0.20204035626280387, 0.0, 0.0], [0.0, -0.1456939581989194, 0.0], [0.0, 0.0, -0.5421181032660077]]"
2CoPS3-1,"[[2.062736122012755, 0.0, 0.0], [0.0, 1.9853186730361376, 0.0], [0.0, 0.0, -0.39040559077478]]"
2CoSbO3-1,"[[0.5341530741850625, 0.0, 0.0], [0.0, 0.5341530741850625, 0.0], [0.0, 0.0, -0.324221658325915]]"
2CoSbSe3-1,"[[1.2124539610402758, 0.0, 0.0], [0.0, 1.2131191388114562, 0.0], [0.0, 0.0, -0.348721986001856]]"
2CoSbTe3-1,"[[1.269442891071236, 0.0, 0.0], [0.0, 1.2695129442179163, 0.0], [0.0, 0.0, -0.3196644865854368]]"
2CrGeSe3-1,"[[0.793301353613115, 0.0, 0.0], [0.0, 0.7927417858347486, 0.0], [0.0, 0.0, -0.19044028536473223]]"
2CrPS3-1,"[[0.8465226684162868, 0.0, 0.0], [0.0, 0.8424220033576498, 0.0], [0.0, 0.0, -0.1972262747080243]]"
2CrPSe3-1,"[[0.9629845843169971, 0.0, 0.0], [0.0, 0.9644482079166609, 0.0], [0.0, 0.0, -0.19314197048118256]]"
2CrSbO3-1,"[[0.388278863459639, 0.0, 0.0], [0.0, 0.388278863459639, 0.0], [0.0, 0.0, -0.10457745396059209]]"
2CrSbTe3-1,"[[1.1258064581395268, 0.0, 0.0], [0.0, 1.1253511205147524, 0.0], [0.0, 0.0, -0.16749108729376366]]"
2CrSiSe3-1,"[[0.7378285058957846, 0.0, 0.0], [0.0, 0.7371926427047373, 0.0], [0.0, 0.0, -0.1911141326401879]]"
2CsNO3-1,"[[-0.23358715288760054, 0.0, 0.0], [0.0, -0.13194363817695845, 0.0], [0.0, 0.0, -0.5512936800949201]]"
2CuHgBr3-1,"[[0.4956830676169152, 0.0, 0.0], [0.0, 0.4970679363985048, 0.0], [0.0, 0.0, -0.4225082001627747]]"
2CuHgCl3-1,"[[0.4189638307036227, 0.0, 0.0], [0.0, 0.42357351973273555, 0.0], [0.0, 0.0, -0.46852108295774486]]"
2CuHgI3-1,"[[0.5880474969860827, 0.0, 0.0], [0.0, 0.5888317255942073, 0.0], [0.0, 0.0, -0.36351210364663455]]"
2CuMgBr3-1,"[[0.17435059747937998, 0.0, 0.0], [0.0, 0.17522180034305238, 0.0], [0.0, 0.0, -0.4546928835341759]]"
2CuMgI3-1,"[[0.31722734917642026, 0.0, 0.0], [0.0, 0.3178544893314692, 0.0], [0.0, 0.0, -0.3925449767853314]]"
2CuMnI3-1,"[[0.4310419453358854, 0.0, 0.0], [0.0, 0.43136376415898736, 0.0], [0.0, 0.0, -0.38615817812393083]]"
2CuNiCl3-1,"[[0.4681995860726126, 0.0, 0.0], [0.0, 0.46982201597816303, 0.0], [0.0, 0.0, -0.48280410205002566]]"
2CuNiI3-1,"[[2.555899384968096, 0.0, 0.0], [0.0, 2.555899384968096, 0.0], [0.0, 0.0, -0.07160414774328619]]"
2CuPbBr3-1,"[[0.34927752746795526, 0.0, 0.0], [0.0, 0.3473300153169504, 0.0], [0.0, 0.0, -0.4225082001627747]]"
2CuPbCl3-1,"[[0.2535802895621828, 0.0, 0.0], [0.0, 0.25236751445989886, 0.0], [0.0, 0.0, -0.4762535331884355]]"
2CuSbS3-1,"[[0.9237101943965628, 0.0, 0.0], [0.0, 0.9239689648754713, 0.0], [0.0, 0.0, -0.4056074496245733]]"
2FeTaTe3-1,"[[1.510397539514154, 0.0, 0.0], [0.0, 1.4054829629862724, 0.0], [0.0, 0.0, -0.28735029837278864]]"
2GaGeS3-1,"[[0.6219029608912305, 0.0, 0.0], [0.0, 0.6216954623292787, 0.0], [0.0, 0.0, -0.4067139329795427]]"
2GaGeSe3-1,"[[0.7782236267660965, 0.0, 0.0], [0.0, 0.7800291273373383, 0.0], [0.0, 0.0, -0.37161106994968846]]"
2GaGeTe3-1,"[[1.0033312585613268, 0.0, 0.0], [0.0, 1.0041923562597141, 0.0], [0.0, 0.0, -0.324221658325915]]"
2GaInO3-1,"[[0.30233092868439926, 0.0, 0.0], [0.0, 0.29114676173188564, 0.0], [0.0, 0.0, -0.3615107430453627]]"
2GaInS3-1,"[[0.6326597132939135, 0.0, 0.0], [0.0, 0.6485551556626707, 0.0], [0.0, 0.0, -0.20971483596675833]]"
2GaSbO3-1,"[[0.20303288701471064, 0.0, 0.0], [0.0, 0.20303288701471064, 0.0], [0.0, 0.0, -0.39040559077478]]"
2GaSiTe3-1,"[[0.945320840792275, 0.0, 0.0], [0.0, 0.9459115168192734, 0.0], [0.0, 0.0, -0.3269790928711038]]"
2GeInS3-1,"[[0.5526682161121932, 0.0, 0.0], [0.0, 0.5529114502165088, 0.0], [0.0, 0.0, -0.3957739469155299]]"
2GeInTe3-1,"[[0.875234946450165, 0.0, 0.0], [0.0, 0.8754085600770636, 0.0], [0.0, 0.0, -0.31605286924848786]]"
2GePS3-1,"[[0.6144753660903953, 0.0, 0.0], [0.0, 0.6148972160331346, 0.0], [0.0, 0.0, -0.4056074496245733]]"
2GePTe3-1,"[[1.0957271225559797, 0.0, 0.0], [0.0, 1.0942264852220405, 0.0], [0.0, 0.0, -0.33068311943388784]]"
2GeSbTe3-1,"[[0.9916247345340053, 0.0, 0.0], [0.0, 0.9907383285075373, 0.0], [0.0, 0.0, -0.2984320149440726]]"
2HgNaBr3-1,"[[0.13987908640123647, 0.0, 0.0], [0.0, 0.13987908640123647, 0.0], [0.0, 0.0, -0.47108329972234525]]"
2InPS3-1,"[[0.7083359026822634, 0.0, 0.0], [0.0, 0.7083359026822634, 0.0], [0.0, 0.0, -0.40450377817442584]]"
2InSbO3-1,"[[0.21669359916975436, 0.0, 0.0], [0.0, 0.21774707326279363, 0.0], [0.0, 0.0, -0.39147396642280585]]"
2InSiS3-1,"[[0.5117497113449828, 0.0, 0.0], [0.0, 0.5116160205691377, 0.0], [0.0, 0.0, -0.40120949323688493]]"
2InSiSe3-1,"[[0.6406801532776651, 0.0, 0.0], [0.0, 0.6402826296966808, 0.0], [0.0, 0.0, -0.36653154442041347]]"
2IrSbSe3-1,"[[1.04048366420627, 0.0, 0.0], [0.0, 1.0404440983626766, 0.0], [0.0, 0.0, -0.37365963262495766]]"
2KNO3-1,"[[-0.28483264215154214, 0.0, 0.0], [0.0, -0.16941133131485567, 0.0], [0.0, 0.0, -0.5816987086802545]]"
2LiMgBr3-1,"[[0.006466042249231681, 0.0, 0.0], [0.0, 0.006466042249231681, 0.0], [0.0, 0.0, -0.4736607226101559]]"
2LiMgCl3-1,"[[-0.11861534322942717, 0.0, 0.0], [0.0, -0.11975822410451964, 0.0], [0.0, 0.0, -0.5361070110140927]]"
