uid,total
2NiSeO3-2,"[[0.461519897017305, -0.000127654, 8.576366020047797e-07], [-0.000127654, 1.0873131145578352, -0.113467851], [8.576366020047797e-07, -0.113467851, 0.0360536704956579]]"
2NiTe2-1,"[[1.0336674469434637, 7.832848102716775e-05, -0.002087761], [7.832848102716775e-05, 1.3544806098211293, -7.47e-07], [-0.002087761, -7.47e-07, 0.0033127205364955]]"
2NiTeO3-1,"[[1.1107529522024424, 0.3279335570613712, 0.0374687889024872], [0.3279335570613712, 1.133996834269947, 0.0389362232028824], [0.0374687889024872, 0.0389362232028824, 0.0385080462975886]]"
2NiTeS3-1,"[[1.204599262183654, -0.002705079, -0.000283871], [-0.002705079, 31.90802381058997, 0.155881806237207], [-0.000283871, 0.155881806237207, 0.0134640560866968]]"
2OPb-1,"[[5.379682704482692, -0.003310203, -0.00049422], [-0.003310203, 5.349516172998206, 0.0001287334202254], [-0.00049422, 0.0001287334202254, 0.0260438336114184]]"
2OSn-2,"[[3.483721938998169, 0.001757023425742, -0.001046855], [0.001757023425742, 2.2393321121510583, 8.968985835430551e-06], [-0.001046855, 8.968985835430551e-06, 0.0289172540239589]]"
2OTaBr2-1,"[[3.859839412896114, 9.285866269562182e-05, 0.0002483025358077], [9.285866269562182e-05, 24.804565713697, 0.0010745230286219], [0.0002483025358077, 0.0010745230286219, 0.029351401991115]]"
2OTaCl2-1,"[[4.161394938151966, -0.040092405, 0.0005509768139971], [-0.040092405, 27.84223605712568, -0.000104441], [0.0005509768139971, -0.000104441, 0.0350687909303629]]"
2OTaI2-1,"[[2.96051321207532, 0.0028996291003147, 0.000717956581052], [0.0028996291003147, 21.156279264503, 0.0001617524730768], [0.000717956581052, 0.0001617524730768, 0.0194055101523623]]"
2OTl2-1,"[[18.69672673339112, -0.16359869, -0.001678872], [-0.16359869, 18.4319275408292, -0.000417136], [-0.001678872, -0.000417136, 0.045145882141223]]"
2OsF4-1,"[[0.6711341379973886, 0.0001412876015751, 0.0017085244645004], [0.0001412876015751, 0.6604091864206112, -5.44e-05], [0.0017085244645004, -5.44e-05, 0.0361525582998542]]"
2OsO2-1,"[[1.7525875451939332, 0.0023533010557246, 0.0046627125477527], [0.0023533010557246, 0.4454338126884955, 0.0001045877065767], [0.0046627125477527, 0.0001045877065767, 0.0095236297245278]]"
2OsPS3-1,"[[15.661343302568, 0.238918528076782, 0.000329973880508], [0.238918528076782, 15.82304184709207, -0.000242513], [0.000329973880508, -0.000242513, 0.0031653763443217]]"
2OsS2-1,"[[0.2389679184618675, 0.0001759738247489, -0.004312719], [0.0001759738247489, 0.8863583843502006, -0.000115463], [-0.004312719, -0.000115463, 0.0007736018645043]]"
2OsSe2-1,"[[0.6428935054543553, -0.002493392, -0.012601659], [-0.002493392, 1.0880849734739109, 4.219596288243436e-05], [-0.012601659, 4.219596288243436e-05, 0.0013836889841276]]"
2OsTe2-1,"[[2.270724363751224, 0.0072217789159573, -0.025338861], [0.0072217789159573, 1.7773497695060654, 0.0004482475622161], [-0.025338861, 0.0004482475622161, 0.0037695869651273]]"
2P-1,"[[6.125936517160584e-23, -6.39e-22, 6.738941233119796e-21], [-6.39e-22, 8.756329688490673e-21, -9.42e-20], [6.738941233119796e-21, -9.42e-20, 1.0464845999221178e-18]]"
2P2O3-1,"[[1.4749209201919822, -0.000590487, -0.004091842], [-0.000590487, 1.645373074150982, 0.0001705884712552], [-0.004091842, 0.0001705884712552, 0.0318958581653557]]"
2P2O3-2,"[[1.3966148181175786, -0.000901606, -0.009757489], [-0.000901606, 1.5147437832686816, 1.4934615080574262e-05], [-0.009757489, 1.4934615080574262e-05, 0.0327461757538915]]"
2P2O3-3,"[[1.331554087625862, 0.0928398004814213, -0.000320005], [0.0928398004814213, 2.266895822393581, 0.000432309304475], [-0.000320005, 0.000432309304475, 0.0720874233687413]]"
2P2O3-4,"[[1.1680872131656483, -0.00051502, -5.8e-06], [-0.00051502, 1.1714950098177423, -2.01e-06], [-5.8e-06, -2.01e-06, 0.0273547021456561]]"
2P2S3-1,"[[0.8181268464063094, -0.002516984, -0.009286678], [-0.002516984, 0.8101968134895305, 0.0004799439623591], [-0.009286678, 0.0004799439623591, 0.0066421399215731]]"
2P2S3-4,"[[1.271060316487129, 0.1345412496906151, 0.0002339702931219], [0.1345412496906151, 1.1157023470452123, 0.0002173175712292], [0.0002339702931219, 0.0002173175712292, 0.0277311266922367]]"
2P2Se3-1,"[[0.6484743253605102, -0.000485001, 6.791354244193892e-06], [-0.000485001, 0.7921664152004199, -6.61e-05], [6.791354244193892e-06, -6.61e-05, 0.0023434869080477]]"
2P2Se3-2,"[[0.6724546493196694, -0.013027505, -0.009830441], [-0.013027505, 0.7163988869116039, 0.0010367924093991], [-0.009830441, 0.0010367924093991, 0.0054946241733866]]"
2PRhS3-1,"[[2.450229920385332, 0.0024498014368631, 0.0001256810676076], [0.0024498014368631, 2.409189650186868, -0.000213338], [0.0001256810676076, -0.000213338, 0.0020231241472954]]"
2PRuTe3-1,"[[1.1352060265513173, -0.000253355, -2.63e-05], [-0.000253355, 1.1348679896460228, -2e-05], [-2.63e-05, -2e-05, 0.000749331070881]]"
2PSb-1,"[[2.6784498918447635, -0.000656652, -0.000286236], [-0.000656652, 0.3639659977354623, 5.866735130591524e-06], [-0.000286236, 5.866735130591524e-06, 0.0045912419023461]]"
2PSbO4-1,"[[6.293598893509565, -0.001775745, 0.0004466990497219], [-0.001775745, 1.5266780584737114, -0.011890214], [0.0004466990497219, -0.011890214, 0.0723605092363014]]"
2PScS3-1,"[[10.737868666689463, 0.0150410766981062, 0.0001652915844123], [0.0150410766981062, 10.746346509955986, 0.0001731343618852], [0.0001652915844123, 0.0001731343618852, 0.0148729596428451]]"
2PScSe3-1,"[[9.61848114522361, 0.0049434800085563, 2.2844829611511905e-06], [0.0049434800085563, 9.614542000327264, 5.445479475299277e-05], [2.2844829611511905e-06, 5.445479475299277e-05, 0.0087819149528812]]"
2PVO5-1,"[[4.486913313418146, -0.000611293, 6.311751511737898e-05], [-0.000611293, 4.484916391175578, -4.39e-06], [6.311751511737898e-05, -4.39e-06, 0.0222234948455127]]"
2PZnS3-1,"[[6.9392193359878735, 0.0055423914419088, 0.0010785126268112], [0.0055423914419088, 6.977471955580474, 0.00071061284854], [0.0010785126268112, 0.00071061284854, 0.0303941605541152]]"
2PZnSe3-1,"[[7.295782928533112, 0.0103442283363927, 0.0012690494799838], [0.0103442283363927, 7.360753110013424, 0.0009562362600295], [0.0012690494799838, 0.0009562362600295, 0.0262482442394614]]"
2PZrS3-2,"[[8.03503581930673, 4.082511164029143, 0.0079358835289939], [4.082511164029143, 8.952257590580864, -0.036943395], [0.0079358835289939, -0.036943395, 0.018035244402575]]"
2PZrSe3-2,"[[11.022241233385095, 3.872154070858697, 0.0431752677066669], [3.872154070858697, 9.940616632768451, -0.017355205], [0.0431752677066669, -0.017355205, 0.0141199627629303]]"
2PbCl2-1,"[[13.866324585809442, 0.0325304929413793, -0.00061656], [0.0325304929413793, 6.150212427397953, -0.000223277], [-0.00061656, -0.000223277, 0.077615127399587]]"
2PbF2-1,"[[4.448555714230208, 0.0405094917194082, -0.000212792], [0.0405094917194082, 10.140916008832244, 0.0005054560884536], [-0.000212792, 0.0005054560884536, 0.0852803689446862]]"
2PbI2-1,"[[24.37226579358289, -0.019996754, 0.0023088095414123], [-0.019996754, 4.857302347714489, 0.0015932564586165], [0.0023088095414123, 0.0015932564586165, 0.0479628243082206]]"
2PbSe-1,"[[227.48342142348488, 0.1851366974417262, -0.000413941], [0.1851366974417262, 223.146529837158, -0.000666119], [-0.000413941, -0.000666119, 0.0382083494752249]]"
2PbTe-1,"[[126.13315525525196, -0.097790974, 0.0012633897701451], [-0.097790974, 127.11358152981738, -0.000915224], [0.0012633897701451, -0.000915224, 0.024095178221808]]"
2PbTe3-1,"[[9.681352236619023, 0.0068738799381995, -0.10372952], [0.0068738799381995, 7.186650010324251, 2.249032802158796e-05], [-0.10372952, 2.249032802158796e-05, 0.0189877021104044]]"
2PdBr2-1,"[[0.1311235521612559, -0.000284949, -0.012986668], [-0.000284949, 0.0984324046269564, 0.000204442300116], [-0.012986668, 0.000204442300116, 0.0048770896134038]]"
2PdF2-1,"[[0.3998015425062197, 8.081522489619164e-05, -0.000545025], [8.081522489619164e-05, 0.2276104121137716, -1.33e-05], [-0.000545025, -1.33e-05, 0.0123485185772921]]"
2PdI2-1,"[[0.1056525558843868, 0.0272427019412302, -0.015613153], [0.0272427019412302, 0.0738112364784524, -0.008931075], [-0.015613153, -0.008931075, 0.005721207791203]]"
2PdS2-1,"[[0.3069154607522809, -0.002731563, -0.000933993], [-0.002731563, 0.2885065035464644, -1.88e-05], [-0.000933993, -1.88e-05, 0.0002110326449803]]"
2PdSO3-1,"[[0.5418059711617095, -0.000107957, 8.02204715028441e-06], [-0.000107957, 1.3764086524521544, -0.145617953], [8.02204715028441e-06, -0.145617953, 0.0330527903309295]]"
2PdSO3-2,"[[1.3841142809688411, 0.8037962796271295, 0.0777823373451169], [0.8037962796271295, 1.4410859712171746, 0.0805952538628417], [0.0777823373451169, 0.0805952538628417, 0.0223916581899541]]"
2PdSe2-1,"[[0.4625153977966807, -6.79e-05, 0.001523322540654], [-6.79e-05, 0.4624045951823565, -1.64e-06], [0.001523322540654, -1.64e-06, 0.0014309324892122]]"
2PdSeCl2-1,"[[0.7350353384944202, -0.232326601, 0.0398612805584589], [-0.232326601, 1.8028317908414828, -0.024183087], [0.0398612805584589, -0.024183087, 0.0150288040798273]]"
2PdSeO3-1,"[[0.5615268989283988, -0.000215046, 3.663795254570432e-05], [-0.000215046, 1.1631553707638294, -0.119659793], [3.663795254570432e-05, -0.119659793, 0.039710431496709]]"
2PdSeO3-2,"[[1.0523198349356817, 0.5023703020060394, 0.047733482841941], [0.5023703020060394, 1.0884432329789573, 0.0494801316837441], [0.047733482841941, 0.0494801316837441, 0.0305556782777337]]"
2PdTe2-1,"[[0.80193635029941, -0.027543442, 0.0030587858376279], [-0.027543442, 0.8352654698282986, -0.000200166], [0.0030587858376279, -0.000200166, 0.0034323070906607]]"
2PdTeO3-1,"[[0.9690870984707416, 0.2649544840087133, 0.0285197755615376], [0.2649544840087133, 0.9896729931604056, 0.0297366298824265], [0.0285197755615376, 0.0297366298824265, 0.0397561898446101]]"
2PdTeO3-2,"[[0.6568233856428282, -0.001010974, 0.0001673021908031], [-0.001010974, 1.3913207386499455, -0.076296071], [0.0001673021908031, -0.076296071, 0.0431609905514488]]"
2PdTeS3-1,"[[0.9610210600122336, 0.0074026121426848, -4.45e-06], [0.0074026121426848, 47.52350066848287, 0.2752919883479307], [-4.45e-06, 0.2752919883479307, 0.0181366960655015]]"
2PtBr2-1,"[[0.0778236601460193, 6.802500237907297e-05, 0.0094454657334379], [6.802500237907297e-05, 0.0696226829423636, -7.68e-05], [0.0094454657334379, -7.68e-05, 0.0062584787086437]]"
2PtF2-1,"[[0.3386254893774936, 0.0001088719672706, -2.32e-05], [0.0001088719672706, 0.2247489437680681, -1.16e-05], [-2.32e-05, -1.16e-05, 0.0084922301063994]]"
2PtF3-1,"[[0.5765376310578221, -0.000147578, -0.000385882], [-0.000147578, 0.5763077001639194, 0.0001014850574468], [-0.000385882, 0.0001014850574468, 0.0298778803110964]]"
2PtI2-1,"[[0.0816232050544591, -2.83e-05, 0.0122736230768628], [-2.83e-05, 0.0419901895997041, -1.09e-05], [0.0122736230768628, -1.09e-05, 0.0073535835115733]]"
2PtS2-1,"[[0.2105158245860063, -0.005038058, -0.002569447], [-0.005038058, 0.2058078280606122, -5.63e-05], [-0.002569447, -5.63e-05, 0.0018128529718018]]"
2PtSO3-1,"[[0.4245596938372136, 0.0001834038587451, -5.62e-05], [0.0001834038587451, 1.2372518731375313, -0.146267366], [-5.62e-05, -0.146267366, 0.035938927313051]]"
2PtSO3-2,"[[1.0620979857737656, 0.5700264208684952, 0.0879211003499011], [0.5700264208684952, 1.1030490573662928, 0.09114938309894], [0.0879211003499011, 0.09114938309894, 0.0295837132935199]]"
2PtSe2-1,"[[0.3161266002883534, -1.58e-05, -0.003658354], [-1.58e-05, 0.3451263636384922, -1.34e-06], [-0.003658354, -1.34e-06, 0.0041403575987989]]"
2PtSeO3-1,"[[0.4304455324604384, 0.0002594016478522, -2.03e-05], [0.0002594016478522, 1.1271105628513265, -0.126278314], [-2.03e-05, -0.126278314, 0.0357528873719714]]"
2PtSeO3-2,"[[0.992395500207494, 0.5280858968509258, 0.0636666797196997], [0.5280858968509258, 1.029553018941394, 0.0659936387640482], [0.0636666797196997, 0.0659936387640482, 0.0288056464512946]]"
2PtTeS3-1,"[[0.6172097297497816, -0.004445621, -9.55e-05], [-0.004445621, 38.96474195904019, 0.279306550983715], [-9.55e-05, 0.279306550983715, 0.0102514157927149]]"
2RhBr3-1,"[[0.3064968311666304, 2.732462331906796e-05, 1.0133164695979705e-05], [2.732462331906796e-05, 0.306416592901928, 6.771695619271613e-07], [1.0133164695979705e-05, 6.771695619271613e-07, 0.0140116247755544]]"
2RhCl2-1,"[[2.502183001551689, 6.188954463847998e-05, -0.097730033], [6.188954463847998e-05, 0.3557121903990396, -1.54e-06], [-0.097730033, -1.54e-06, 0.0142612795713419]]"
2RhCl3-1,"[[0.3317065725095894, -1.33e-05, 2.066315961116761e-05], [-1.33e-05, 0.3314480129677563, 4.079131572077778e-06], [2.066315961116761e-05, 4.079131572077778e-06, 0.0130512701629043]]"
2RhF3-1,"[[0.4833622107312427, -0.000213126, -4.65e-06], [-0.000213126, 0.8829612522534857, 2.296392185750535e-07], [-4.65e-06, 2.296392185750535e-07, 0.0191658085824651]]"
2RhF3-2,"[[0.5037309497851604, -0.000119939, 9.915870589166684e-06], [-0.000119939, 0.5030349876347753, 2.546216707259594e-06], [9.915870589166684e-06, 2.546216707259594e-06, 0.022354907832052]]"
2RhI3-1,"[[0.2708329630334888, 5.363723118837309e-05, 2.2620207942053235e-05], [5.363723118837309e-05, 0.2702759383976923, 6.857445218137913e-05], [2.2620207942053235e-05, 6.857445218137913e-05, 0.0150957031918887]]"
2RhSbO3-1,"[[1.7707575227305807, -0.00301775, -6.6e-05], [-0.00301775, 1.7769617987066213, 0.0002348959780697], [-6.6e-05, 0.0002348959780697, 0.0557539349613545]]"
2RhSbTe3-1,"[[2.148324222946695, -0.000759547, -2.36e-05], [-0.000759547, 2.149818973675822, 1.6278075780325468e-05], [-2.36e-05, 1.6278075780325468e-05, 0.0009179824757099]]"
2RuF4-1,"[[0.8358174218176255, -0.000583326, 0.0038935264082556], [-0.000583326, 0.8157717619947292, 4.3884745877349605e-05], [0.0038935264082556, 4.3884745877349605e-05, 0.0327062057156295]]"
2RuO2-1,"[[1.9213199678590835, -0.003518447, 0.0147492484059066], [-0.003518447, 1.3245302991570072, 0.0003393793636038], [0.0147492484059066, 0.0003393793636038, 0.0094382666643527]]"
2RuS2-1,"[[0.5272862111424105, -0.002622225, -0.012050637], [-0.002622225, 1.2835188233176436, 4.053571818784284e-05], [-0.012050637, 4.053571818784284e-05, 0.0006792168952233]]"
2RuSe2-1,"[[1.2003227274438464, 0.0041026428455805, -0.023997731], [0.0041026428455805, 1.438643684418492, -6.82e-05], [-0.023997731, -6.82e-05, 0.0012439733913045]]"
2RuTe2-1,"[[3.2687727201398604, -0.000275226, -0.038606715], [-0.000275226, 2.082986075396221, 2.902165430776366e-06], [-0.038606715, 2.902165430776366e-06, 0.0033469639058701]]"
2SAg2-1,"[[0.2030130785206942, 5.651095411152531e-06, 9.094930578800016e-06], [5.651095411152531e-06, 0.2035497760033048, 1.3718590493436338e-05], [9.094930578800016e-06, 1.3718590493436338e-05, 0.0023221843139033]]"
2SAg2-2,"[[0.4660682979019316, 0.0013198483738168, -3.85e-05], [0.0013198483738168, 0.1362566149894249, 5.837388429369532e-06], [-3.85e-05, 5.837388429369532e-06, 0.0168069483234494]]"
2SCs2-1,"[[1.8470063128184728, 0.0020111911001934, 0.0001666151366265], [0.0020111911001934, 1.8455682802123767, -0.000709785], [0.0001666151366265, -0.000709785, 0.0962306748123688]]"
2SHf2Se3-1,"[[19.26814078724289, 0.2696385745092423, -0.005335611], [0.2696385745092423, 19.66960515718588, 0.0037448954979246], [-0.005335611, 0.0037448954979246, 0.017628700841939]]"
2SNi2Se3-1,"[[0.3054160582539806, -0.001154934, 6.438607482276677e-05], [-0.001154934, 0.3211463920650365, -0.001301124], [6.438607482276677e-05, -0.001301124, 0.0002588113616083]]"
2SSi-1,"[[1.83011090436341, -1.88e-05, 2.486556978119895e-05], [-1.88e-05, 1.493905584593013, 2.1059496337200504e-06], [2.486556978119895e-05, 2.1059496337200504e-06, 0.0203068522923504]]"
2SSn-1,"[[11.690949163103095, 0.0027359362392628, -6.69e-05], [0.0027359362392628, 19.62463110453884, -5.21e-05], [-6.69e-05, -5.21e-05, 0.0367920068438051]]"
2SSn-2,"[[24.867517112089487, 0.0044628143523613, -0.002530742], [0.0044628143523613, 2.402515066504193, 0.0002203213819174], [-0.002530742, 0.0002203213819174, 0.0257411411577279]]"
2STl-2,"[[4.156523862147137, 1.2912172295785672e-05, 9.181397226248404e-07], [1.2912172295785672e-05, 4.1569159824100135, -2.74e-05], [9.181397226248404e-07, -2.74e-05, 0.0276558272419061]]"
2STl-3,"[[4.37358508230892, -0.002568706, 2.1186947596035103e-05], [-0.002568706, 4.3682075922855, 3.54009290087668e-05], [2.1186947596035103e-05, 3.54009290087668e-05, 0.0268612204933136]]"
2STl2-2,"[[9.764495266501712, 0.0595753906053166, 0.0001026107319048], [0.0595753906053166, 4.6388499011187, 0.001387781222778], [0.0001026107319048, 0.001387781222778, 0.0436920441179719]]"
2SZn-1,"[[1.441838492930299, -0.00617893, -0.000135441], [-0.00617893, 1.416722989568869, -0.000710432], [-0.000135441, -0.000710432, 0.0716057930029521]]"
2Sb-1,"[[5.362109964357541e-16, 6.070798085517089e-16, 1.885436003856808e-15], [6.070798085517089e-16, 2.857099370453908e-15, -1.7e-14], [1.885436003856808e-15, -1.7e-14, 1.926691284352936e-13]]"
2Sb2O3-1,"[[1.7786262236509052, -1.963629612, 0.0001781559810565], [-1.963629612, 59.80020655652364, 3.253477009029161e-05], [0.0001781559810565, 3.253477009029161e-05, 0.0666660938452965]]"
2SbF3-1,"[[3.9578883844253743, 0.0162674443850419, 0.0006739347195953], [0.0162674443850419, 3.964365689431778, 0.000649885409738], [0.0006739347195953, 0.000649885409738, 0.0519693514841383]]"
2SbI3-1,"[[7.769761275799764, 0.0023023987290409, 0.000321202643483], [0.0023023987290409, 7.775287531182166, -0.000158629], [0.000321202643483, -0.000158629, 0.0428409793916712]]"
2SbScO3-1,"[[4.825561257114758, 0.003270677697658, 0.0001703708088651], [0.003270677697658, 4.825345128433753, 0.0001352781110692], [0.0001703708088651, 0.0001352781110692, 0.1213525508576094]]"
2SbSiSe3-1,"[[14.10163338256254, -0.005696355, 0.0006075649628144], [-0.005696355, 14.029152525749277, -0.000167395], [0.0006075649628144, -0.000167395, 0.0170593565343446]]"
2SbSiTe3-1,"[[12.460015883685305, -0.007548031, 0.0003727428861037], [-0.007548031, 12.435880353638018, -0.001501274], [0.0003727428861037, -0.001501274, 0.0139372676060892]]"
2SbTlO3-1,"[[7.673992396355508, -0.07960451, -0.001669226], [-0.07960451, 7.492131930735272, 0.0009999548837645], [-0.001669226, 0.0009999548837645, 0.1493508894794787]]"
2Sc2S3-1,"[[5.293388246706941, 1.433174910596063, 0.0002882204204371], [1.433174910596063, 6.298876720874615, 0.0001279933166575], [0.0002882204204371, 0.0001279933166575, 0.0997856110561784]]"
2ScBr2S2-1,"[[1.989022060257257, -0.000987032, -0.000258893], [-0.000987032, 1.6326351382298936, 0.0152812903938285], [-0.000258893, 0.0152812903938285, 0.0303963731264532]]"
2ScBr3-1,"[[2.690175467142884, -0.013969369, 0.0001779917539501], [-0.013969369, 2.689125900752752, 8.541698279138985e-05], [0.0001779917539501, 8.541698279138985e-05, 0.0436110793399483]]"
2ScCl2S2-1,"[[2.2165851694301577, -4.76e-05, -0.000911268], [-4.76e-05, 1.4416706694833337, 0.0113098584751883], [-0.000911268, 0.0113098584751883, 0.0317098784311621]]"
2ScCl3-1,"[[2.335834587334563, 0.007415853730344, -7.54e-05], [0.007415853730344, 2.316576567679705, 0.0003354500441418], [-7.54e-05, 0.0003354500441418, 0.0543353948207755]]"
2ScF3-1,"[[1.3632225325013876, 0.0017327297690227, 0.0010171528496314], [0.0017327297690227, 1.3586123855479029, 0.0003389766350567], [0.0010171528496314, 0.0003389766350567, 0.0994847014889561]]"
2ScI3-1,"[[2.972661514720988, -0.000446638, -1.09e-05], [-0.000446638, 2.9691773947977107, 4.385490051394445e-06], [-1.09e-05, 4.385490051394445e-06, 0.0344905138011414]]"
2ScI3-2,"[[11.991016820844983, 0.011942193817897, -0.000486723], [0.011942193817897, 5.211041159064498, 0.0003508738203581], [-0.000486723, 0.0003508738203581, 0.0349388246546696]]"
2SeAg2-1,"[[0.469007841676212, 0.0010353350968063, 3.497425300963316e-05], [0.0010353350968063, 0.4713937571817653, 8.033572919145221e-05], [3.497425300963316e-05, 8.033572919145221e-05, 0.0026071752424962]]"
2SeIr2S3-1,"[[0.2155447829734763, 0.0071258430391205, 0.0035527158320834], [0.0071258430391205, 0.3161742653911963, -0.003675176], [0.0035527158320834, -0.003675176, 0.0014965120288567]]"
2SeSi-1,"[[1.7756980635452029, 1.3160388735300103e-05, 2.632557008430628e-05], [1.3160388735300103e-05, 1.8383854412140896, -1.13e-05], [2.632557008430628e-05, -1.13e-05, 0.0125788828940134]]"
2SeSn-1,"[[25.835218774092148, -0.008781526, 0.0002333808629177], [-0.008781526, 57.85793563056302, -0.000149375], [0.0002333808629177, -0.000149375, 0.0270604387917222]]"
2SeSn-2,"[[51.71479420931309, 0.0295877372330488, 0.0032315055113261], [0.0295877372330488, 2.2870461885324342, 0.0001828868906881], [0.0032315055113261, 0.0001828868906881, 0.0141742876400858]]"
2SeTl-2,"[[4.187518517208724, 0.0003433035539568, 2.0146491505504773e-05], [0.0003433035539568, 4.189337207224769, 1.928137863237014e-05], [2.0146491505504773e-05, 1.928137863237014e-05, 0.0190421276901653]]"
2SeTl-3,"[[4.465825498525105, -0.001078408, 0.0002474611403036], [-0.001078408, 4.460445724201937, -6.53e-05], [0.0002474611403036, -6.53e-05, 0.0181711734277316]]"
2SeTl2-3,"[[8.21905405264497, 0.0063821387297359, 0.002935925715829], [0.0063821387297359, 4.139034594303169, -0.00158517], [0.002935925715829, -0.00158517, 0.0389688431369697]]"
2SeZn-1,"[[1.7973818210225443, -0.001196397, 1.5128897670355653e-05], [-0.001196397, 1.796878499372523, -3.03e-05], [1.5128897670355653e-05, -3.03e-05, 0.0404888804450309]]"
2SeZn-2,"[[3.250718790843921, 0.0046080342621942, -4.52e-05], [0.0046080342621942, 3.272282675540129, 8.496690167394376e-05], [-4.52e-05, 8.496690167394376e-05, 0.0082392967373496]]"
2SeZnH2O4-1,"[[2.879046134488385, -0.099991826, -0.000281587], [-0.099991826, 2.7213092777617143, 0.0011751914330913], [-0.000281587, 0.0011751914330913, 0.0943534026223764]]"
2SeZr-4,"[[0.0021893064358555, -4.8e-05, 7.650280302429054e-08], [-4.8e-05, 0.0021310067770515, 8.420189010094771e-09], [7.650280302429054e-08, 8.420189010094771e-09, 0.0056835597209228]]"
2Si3As4-1,"[[0.6129065033653692, 0.0098190867845263, -4.98e-07], [0.0098190867845263, 0.5461040911973768, 6.246346324951209e-06], [-4.98e-07, 6.246346324951209e-06, 0.0015691110482297]]"
2SiTe2-1,"[[2.9297484943120904, -0.005271544, 0.0006510699411865], [-0.005271544, 1.5105044901996787, -0.016083829], [0.0006510699411865, -0.016083829, 0.011929970576533]]"
2SiZnO3-1,"[[2.1522913231766214, -0.000579585, -0.000157199], [-0.000579585, 2.149276392953303, 0.0004430879003647], [-0.000157199, 0.0004430879003647, 0.1075988628538642]]"
2SiZrSe4-1,"[[1.2098245206667346, -0.000936029, -2.26e-05], [-0.000936029, 3.332111340043395, 2.4070572975625582e-05], [-2.26e-05, 2.4070572975625582e-05, 0.0098128484746961]]"
2SiZrTe4-1,"[[1.2199104168792116, -0.002147638, 5.802493252851318e-05], [-0.002147638, 3.76858141744117, -2.79e-05], [5.802493252851318e-05, -2.79e-05, 0.0078642239051893]]"
2SnI2-1,"[[31.90614857608925, 44.556701209732005, 0.2106677514190528], [44.556701209732005, 81.06373854347358, -0.063377219], [0.2106677514190528, -0.063377219, 0.0360842673195216]]"
2SnTe-2,"[[356.4410954251205, 0.0708706259709327, 0.0099926730891248], [0.0708706259709327, 1.9007938541374685, 0.0001682220392765], [0.0099926730891248, 0.0001682220392765, 0.0050930897404994]]"
2SnTe3-1,"[[21.34755087626008, -0.029729644, -0.122605774], [-0.029729644, 14.72220134971028, 0.0002919738455156], [-0.122605774, 0.0002919738455156, 0.0204192092844907]]"
2SrBi2O4-1,"[[2.8191097235562785, 0.0016027013306078, 0.0250673085161965], [0.0016027013306078, 14.79164855420815, -0.000426997], [0.0250673085161965, -0.000426997, 0.1565325586054055]]"
2SrBr2-1,"[[1.702580726535004, 0.0001138476964758, -0.000547852], [0.0001138476964758, 1.473847445389889, -0.000193266], [-0.000547852, -0.000193266, 0.1047758539082204]]"
2SrCl2-1,"[[1.53578323290816, -0.000534943, 0.0004972658951311], [-0.000534943, 1.4173146807980717, -0.00020548], [0.0004972658951311, -0.00020548, 0.1244893897509061]]"
2SrCl2O4-1,"[[1.5422800919941686, -0.001067584, 0.0007684969883737], [-0.001067584, 1.5415775401305245, -0.000196263], [0.0007684969883737, -0.000196263, 0.0987616771186641]]"
2SrO3H4-1,"[[2.848247523570372, 0.0037393785199043, -0.00019881], [0.0037393785199043, 2.8368707516509617, -0.000342127], [-0.00019881, -0.000342127, 0.1332099332199618]]"
2TaBr2Se2-1,"[[0.5810655398487768, -0.001111402, 7.680903255005448e-05], [-0.001111402, 1.191300448787425, -0.024910987], [7.680903255005448e-05, -0.024910987, 0.005939433441203]]"
2TaCl2S2-1,"[[0.6017362337742826, 1.4509512088174666e-05, 3.814507051443011e-05], [1.4509512088174666e-05, 1.077314761578777, -0.021766636], [3.814507051443011e-05, -0.021766636, 0.0080423409746977]]"
2TeAg2-1,"[[0.7342755398966538, 0.002305652797279, -3.56e-05], [0.002305652797279, 0.7351622546441048, 0.0001325414993856], [-3.56e-05, 0.0001325414993856, 0.0021981975179533]]"
2TeCu2O6-1,"[[2.497952997788948, -0.001272205, -0.056719374], [-0.001272205, 2.8250833683889747, 8.381299876471423e-05], [-0.056719374, 8.381299876471423e-05, 0.020263403122608]]"
2TeTi-4,"[[1.264747865742651, -2.24e-06, -2.86e-06], [-2.24e-06, 1.264507942683284, 2.061744132291213e-06], [-2.86e-06, 2.061744132291213e-06, 1.0744331473155871e-08]]"
2TeTi-5,"[[403.0148665860567, -82.5906794, -0.04983308], [-82.5906794, 218.6168356375001, 0.0292082616488779], [-0.04983308, 0.0292082616488779, 1.1304824399457964e-05]]"
2TeTl-2,"[[3.910149014253793, 8.47356384938356e-05, 2.307066651648396e-05], [8.47356384938356e-05, 3.9123096651803992, -4.39e-05], [2.307066651648396e-05, -4.39e-05, 0.0146103890632487]]"
2TeTl-3,"[[4.32497705983731, -0.003854639, 0.0002101552853677], [-0.003854639, 4.314840552260354, -5.68e-05], [0.0002101552853677, -5.68e-05, 0.0136961770720307]]"
2TeTl2-2,"[[7.149175313318469, 0.0050736134223672, 0.0007377095361358], [0.0050736134223672, 3.5662146098942267, -0.000171723], [0.0007377095361358, -0.000171723, 0.0398031519314039]]"
